id,title,search_role,search_role_raw,job_level,company,location,location_raw,salary_display,salary_min,salary_max,salary_avg,extracted_skills,skills_count,job_url,job_description,search_location,scraped_at,salary
91376559,Site Reliability Engineer / DevOps,Fullstack Developer,Software Engineer,Senior,Ctlyst,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['docker', 'scala', 'redis', 'bash', 'mysql', 'sql', 'python', 'git', 'r', 'postgresql', 'linux', 'aws', 'mongodb', 'elasticsearch', 'kafka']",15,https://id.jobstreet.com/id/job/91376559,"As a Site Reliability Engineer / DevOps, you will create monitoring and alerting systems, maintain legacy applications, and provide technical assistance to improve system performance, capacity, reliability, and scalability. You will also create internal tools to automate or simplify workloads, perform root cause analysis of reliability issues, and provide mentoring to any team that needs your expertise.

Job Description: 

Create monitoring and alerting system and monitor the system reliability
Maintain legacy application to keep running during the migration period
Provide technical assistance to improve system performance, capacity, reliability, and scalability
Create internal tools to automate or simplify workloads
Perform root cause analysis of reliability issues
Provide mentoring to any team that needs your expertise

Requirements:

Minimum 5 years experience as DevOps/Infra
Deep knowledge of Linux OS
Have knowledge about software version control (Git)
Able to write scripts (Bash/Python/Go)
Have knowledge about databases (MySQL, PostgreSQL, MongoDB, Redis, Elasticsearch)
Have knowledge about messaging system (RabbitMQ, Kafka)
Able to create automation tools (Terraform)
Have knowledge about cloud technologies (AWS)
Have knowledge about monitoring system (Prometheus, Grafana, elastic, kibana)
Have knowledge about container orchestration (Docker, K8s, karpenter)
Have knowledge about ci/cd (github action)
Have good knowledge about osi layer, infra & networking fundamental",indonesia,2026-04-21 21:47:22.720607,Tidak Disebutkan
90420334,INDUSTRIAL ENGINEERING (IE),Fullstack Developer,Software Engineer,Tidak Disebutkan,Binabusana Internusa Group (Bbi Group),Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['r', 'agile']",2,https://id.jobstreet.com/id/job/90420334,"INDUSTRIAL ENGINEERING (IE)


Job Qualification:


Experience: Minimum 1 year of experience in Industrial Engineering (IE).

Education: Minimum Bachelor’s Degree (D4/S1) in Industrial Engineering.

Technical Skills: Proficient in Time Study and process analysis.

Production Planning: Capable of developing Process Plans and Line Balancing (specifically for sewing).

Software: Advanced proficiency in Microsoft Office (especially Excel).

Traits: Fast-paced, agile, and detail-oriented.

Job Description: 


Analysis & Time Study: Conduct process analysis and time studies to determine standard production times.

Process Planning: Develop process plans and layouts for sewing lines.

Line Balancing: Execute line balancing to optimize workflow and eliminate bottlenecks in sewing.

Continuous Improvement: Implement process improvements to enhance both quality and production output (quantity).

Those interested and meet the above conditions, please send your CV together with personal details by the following QR Code or click the button",indonesia,2026-04-21 21:47:31.758894,Tidak Disebutkan
90421514,Senior Developer,Fullstack Developer,Software Engineer,Senior,PT IBM Indonesia,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['scala', 'vue', 'c#', 'sql', 'r', 'postgresql', 'agile', 'react', 'angular']",9,https://id.jobstreet.com/id/job/90421514,"IBMC is a Business Management Consulting firm partnering with high-growth international clients in the Fintech and Trading industry. We build advanced technology teams to deliver high-performance trading solutions, ensuring our clients stay at the forefront of financial innovation.
We are looking for an experienced Senior Developer to lead the development of a custom CopyTrader system integrated with the cTrader (Spotware) platform. This is a pivotal role in building a robust, real-time trading solution that powers our fintech product suite. You will be the technical lead responsible for bridging complex trading infrastructure with a seamless, scalable user experience.


Responsibilities

System Development: Develop and implement a custom CopyTrader system using the cTrader platform (Spotware), featuring real-time order mirroring, trade allocation, and performance tracking.
Platform Integration: Integrate the CopyTrader system into a modern web platform, including secure API development, user account management, and a trading analytics dashboard.
Technical Architecture: Ensure a high-performance, secure, and scalable architecture for both backend trading operations and the frontend user interface.
Cross-functional Collaboration: Work closely with product managers, designers, and backend developers to ensure smooth end-to-end functionality and alignment with business goals.
Knowledge Management: Maintain clear technical documentation and ensure a professional handover to internal or external teams for future maintenance or scaling.
System Optimization: Proactively identify and resolve performance bottlenecks in real-time trade mirroring and data processing.

Requirements

Proven experience with cTrader / Spotware platform development.
Strong proficiency in C# and .NET.
Solid experience with RESTful API development and secure authentication (OAuth, JWT).
Proficiency in modern frontend frameworks (e.g. React.js, Vue.js, or Angular).
Experience with real-time data processing and WebSocket integration.
Strong understanding of database systems (SQL Server, PostgreSQL).
Minimum 5 years of development experience, including 2+ years in fintech or trading systems.
Experience in high-performance, low-latency application design.
Familiarity with trading logic, trade allocation, mirroring, and performance tracking.
Strong problem-solving skills and attention to detail.
Excellent team collaboration and communication skills.
Comfortable working in agile and fast-paced environments.
Ability to produce technical documentation and support project handovers.

Benefits

Competitive Salary: Aligned with your seniority and specialized technical expertise.
Health & Wellness: Comprehensive Health Insurance coverage (BPJS or equivalent) and standard IBMC benefits.
Innovation: The opportunity to build a high-impact trading system using cutting-edge Spotware technology.
Global Network: Collaborate with a diverse team of fintech experts across international markets.",indonesia,2026-04-21 21:47:39.916051,Tidak Disebutkan
90336358,Senior Java Engineer,Fullstack Developer,Software Engineer,Senior,Macquarie Group,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['git', 'r']",2,https://id.jobstreet.com/id/job/90336358,"Additional office locations

Sydney

Job ID

20740

Date

13-Feb-2026

Permanent - Full time, Mid-level

Job category

BFS - Software Engineer

Join a team of high performing engineers in Customer Entitlements where we are building a revolutionary platform leveraging cutting-edge technologies like DSE Graph and Apache Cassandra, that will provision, determine and maintain the account access and permission of Banking and Financial Services customers in near real-time. We are building a strategic platform to support all business channels with an obsession to create iconic, omni-channel and secure customer access experiences across Banking and Financial Services. 

As a Digital Bank, software engineering is at the core of what we do. Our engineers operate in an autonomous environment where they are empowered to “do it right” and continuously learn, becoming masters in their craft.

Join a team of high performing engineers in Customer Entitlements where we are building a revolutionary platform leveraging cutting-edge technologies like DSE Graph and Apache Cassandra, that will provision, determine and maintain the account access and permission of Banking and Financial Services customers in near real-time. We are building a strategic platform to support all business channels with an obsession to create iconic, omni-channel and secure customer access experiences across Banking and Financial Services. 

As a Digital Bank, software engineering is at the core of what we do. Our engineers operate in an autonomous environment where they are empowered to “do it right” and continuously learn, becoming masters in their craft.",indonesia,2026-04-21 21:48:02.856016,Tidak Disebutkan
90289774,Quality Assurance,Fullstack Developer,Software Engineer,Tidak Disebutkan,PT Xtremax Teknologi Indonesia,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['ios', 'r', 'agile']",3,https://id.jobstreet.com/id/job/90289774,"As a QA Engineer, you will play a key role in strengthening our quality practices and supporting the transition from manual-heavy testing toward a more automation-driven approach. You are expected to combine strong testing fundamentals with analytical thinking to improve test coverage, reliability, and delivery confidence across projects.

Responsibilities:

Design and execute effective test strategies (manual and automated).
Develop, maintain, and enhance automated test scripts and frameworks.
Identify suitable test cases for automation and increase automation coverage over time.
Support integration of automated test suites into CI/CD pipelines (e.g., smoke and regression suites).
Perform manual and exploratory testing for complex or high-risk scenarios.
Apply risk-based testing to prioritize efforts under tight timelines.
Clearly communicate quality risks, trade-offs, and recommendations to stakeholders.
Promote QA best practices and contribute to continuous improvement initiatives.

Requirements

Minimum Bachelor degree from reputable University
3–5+ years of experience in software testing (manual and automation).
Hands-on experience with automation tools (e.g., Cypress, Selenium, or similar).
Experience contributing to automation framework development or improvement.
Experience working with CI/CD pipelines.
Strong understanding of SDLC (Agile/Waterfall) and software testing principles.
Good understanding of API, backend, frontend concepts, and basic coding structure.
Strong analytical thinking and problem-solving skills.
Good verbal and written communication skills in English.
Experience in performance testing or large-scale systems is a plus.

Benefits

By submitting your resume/CV, you consent and agree to allow the information provided to be used and processed by or on behalf of Xtremax Pte Ltd for purposes related to your registration of interest in current or future employment with us and for the processing of your application for employment. The personal data held by us relating to your application will be kept strictly confidential and in accordance with the PDPA. You may also refer to our Privacy Policy for more details here: https://www.xtremax.com/privacy-policy.",indonesia,2026-04-21 21:48:14.986126,Tidak Disebutkan
90407258,Engineering Manager,Fullstack Developer,Software Engineer,Senior,Super Bank Indonesia,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['git', 'r']",2,https://id.jobstreet.com/id/job/90407258,"About the Role

The role of Engineering Manager requires strong leadership skills to lead a team of Software Engineers in building features for digital banking. This position is responsible for establishing best engineering practices, collaboratively strategizing with product teams and data scientists, and effectively communicating with senior stakeholders. The role also involves developing complex and successful mobile or backend services, focusing on quality and timeliness.

Work Responsibilities

Leading a team of software engineers working on building digital banking solutions.

Establishing best engineering practices and participating in code/architecture reviews.

Collaborative strategic planning with product teams, product analysts, and data scientists.

Working in designing, building, and delivering complex and efficiently successful mobile or backend services and/or experiences with good quality.

Communicating effectively about high-level strategy and technical details across disciplines, locations, and organizations, including senior stakeholders.

Delivering results with the highest quality and on time.

Job Requirements

Similar experience with at least 8 years of engineering experience and a minimum of 3 years of team leadership experience.

Significant experience as a successful software development leader in large-scale internet and mobile applications.

Experience working for startups or scale-up companies is preferred.

Deep and practical programming and architecture skills, with a proven willingness and ability to learn new technologies quickly.

Track record of designing, developing, and implementing complex low-latency web services with a large consumer base.

Experience leading large engineering teams and driving projects and products crucial to the company's mission, collaborating with product, design, and commercial teams for success.

Ability to attract, develop, and retain high-quality multidisciplinary teams.

Strong communication skills and ability to act as an advisor, coach, mentor, and partner.",indonesia,2026-04-21 21:48:40.008771,Tidak Disebutkan
90256421,IT Infrastructure Engineer KompasTV,Fullstack Developer,Software Engineer,Junior,Kompas Gramedia - KG Media,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['r', 'keras']",2,https://id.jobstreet.com/id/job/90256421,"Job Description

Melakukan instalasi dan konfigurasi perangkat keras jaringan komputer lokal (LAN) dan perangkat terhubung lainnya (PC, peripheral dan server agar sistem dan aplikasi komputer dapat dijalankan oleh user).
Melakukan LAN Performance monitoring secara rutin dan membuat hasil monitoring secara tertulis untuk merekomendasikan gejala permasalahan yang ditemukan.
Mengidentifikasi kerusakan pada desktop dan laptop user yang berhubungan dengan LAN dan melakukan perbaikan pada perangkat keras LAN sesuai SOP.
Melakukan pelaporan setiap perubahan lokasi dan inventaris LAN
Minimum Qualifications

Minimal pendidikan S1 dengan jurusan Teknologi Informasi, Ilmu Komputer dan jurusan terkait
Memiliki pengalaman kerja minimal 2 tahun di bidang serupa (di industri media diutamakan)
Menguasai pengetahuan di bidang software, hardware, server, LAN & WAN
Menguasai teknologi dan permasalahan mencakup: Data & Voice Network, Distributed Network Management, LAN Planning & Troubleshooting, Internet Management, Remote Access & Cabling",indonesia,2026-04-21 21:48:48.099637,Tidak Disebutkan
90407292,Sr. Data Engineer - I,Fullstack Developer,Software Engineer,Senior,Sekolah.mu,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['docker', 'scala', 'sql', 'python', 'git', 'r', 'airflow', 'kafka']",8,https://id.jobstreet.com/id/job/90407292,"To architect and maintain the organization’s Integration and Analytical data infrastructure. This role ensures high-quality data flow from heterogeneous sources into a unified platform while establishing the technical standards and best practices for data modeling. The role empowers data team members by providing a high-performance, governed environment (OLAP engines, Data Catalog, and Quality Frameworks) and ensuring technical data contracts are enforced.

Key Responsibilities:

Design, build, and maintain scalable data pipelines (ETL/ELT) from multiple sources such as databases, APIs, logs, and files.
Develop and manage data warehouses and data lakes for structured and semi-structured data.
Clean, validate, transform, and integrate data to support analytics, reporting, and business needs.
Build and maintain APIs and data interfaces for seamless data exchange across systems.
Optimize data pipeline performance, query efficiency, and system reliability.
Ensure data quality, security, and governance in compliance with standards and regulations.
Deploy, monitor, and maintain data engineering solutions in production environments.
Provide technical guidance, code reviews, and quality control for data engineering projects.
Bachelor's degree in Computer Science, Engineering, or a related technical field.
Typically 5+ years of relevant experience in Data Engineering, with a proven track record of architecting integration layers and managing complex data warehouses.
Deep understanding of Distributed Systems, OLAP optimization, Data Governance frameworks, and Data Modeling best practices.
Technical Competencies
Expert SQL & Python
Modern Warehouse/OLAP Expertise
Data Orchestration (Experience with Airflow or similar tools).
Technical Governance Tools (Experience with Open Metadata, DataHub, or Amundsen).
Data Contracts & Lineage (Knowing how to define schemas and track data flow).
Software Engineering Basics (Docker, Git, and CI/CD for automating deployments).
Integration Methods (Change Data Capture/CDC, Kafka, and API integration).

Only shortlisted candidates will be contacted",indonesia,2026-04-21 21:49:14.488425,Tidak Disebutkan
90109930,Data Engineer,Fullstack Developer,Software Engineer,Senior,Modalku,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['javascript', 'scala', 'sql', 'python', 'java', 'rust', 'git', 'r', 'agile', 'airflow', 'aws', 'tableau', 'power bi']",13,https://id.jobstreet.com/id/job/90109930,"Funding Societies | Modalku is the largest SME digital finance platform in Southeast Asia. We are licensed and operating  in Singapore, Indonesia, Thailand, Malaysia and Vietnam, and backed by Sequoia India (Peak XV), Softbank Vision Fund, Khazanah and SMBC bank amongst many others. Funding Societies | Modalku provides business financing to small and medium-sized enterprises (SMEs), which is funded by individual and institutional investors, as well as payments solutions to SMEs and consumers.
Here at Funding Societies | Modalku we live by our core values GETFS:

Grow Relentlessly: Strive to become our best, most authentic selves.
Enable Teamwork, Disable Politics: Only by forging togetherness, we help each other succeed.
Test Measure Act: Stay curious and reinvent ourselves, through innovation and experimentation.
Focus on Impact: Create impact through bias for action and tangible results.
Serve with Obsession: Build win-win relationships for the long-term by having a customer obsession.

We are seeking a passionate **Senior Data Engineer** for the regional Data Team. This role requires you to design, develop and implement a cloud-based Data Warehouse, architect data ingestion from diverse sources into a central platform, write performant SQL, build and optimize ETL/ELT pipelines with dbt, tune and debug the DWH, and partner closely with Data Analytics, Data Science, and business stakeholders across our Financing and Payments products. As a senior member of the team, you will be expected to lead technical initiatives end-to-end and mentor other engineers.


What you will do:

Design, develop and maintain scalable, production-grade data pipelines and build new API integrations to support growing data volume and complexity across our lending and payments products.
Build and maintain modular, tested, and well-documented data transformation models using **dbt** on top of Snowflake.
Lead high-impact data platform initiatives end-to-end-- from scoping and technical design through delivery, monitoring, and iteration.
Collaborate with analytics, data science, and business teams to evolve data models that power BI tools, regulatory reporting, and data-driven decision making across the organization.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of sources using SQL, Snowflake, dbt, and AWS big data technologies.
Partner with Executive, Product, Risk, Finance, and Engineering stakeholders to resolve data-related technical issues and support their data infrastructure needs.
Champion data quality, governance, lineage, and cost efficiency across the data platform.
Mentor junior and mid-level data engineers through code reviews, design reviews, and knowledge sharing.

Requirements

Bachelor's or Master's degree in a technical or business discipline, or equivalent practical experience.
6+ years of hands-on experience managing data platforms, data tools, and/or data management technologies, with demonstrated progression into senior or lead responsibilities.
Prior experience working in **Payments, Lending, Banking, or Financial Technology** environments, with a solid understanding of financial data concepts (e.g. transactions, ledgers, reconciliation, settlement, disbursement, repayment lifecycles).
Strong grasp of the **business context of a Fintech / Financial Technology Platform** -- including regulatory reporting needs, data sensitivity, auditability, and how data powers credit, risk, and operations decisions.
Advanced SQL expertise and deep experience with relational databases and query optimization.
Proven experience building and optimizing big data pipelines, architectures, and datasets on **Snowflake and AWS** (e.g. S3, Glue, Lambda, IAM, MWAA).
Hands-on production experience with **dbt (data build tool)** -- including model design, testing, documentation, macros, and deployment workflows.
Experience with orchestration tools such as **Airflow / MWAA**, ideally integrated with dbt in production.
Track record of **leading multiple high-impact data projects**, from technical design through stakeholder alignment, delivery, and post-launch optimization.
Experience performing root cause analysis on data and processes to answer business questions and identify opportunities for improvement.
Exposure to data visualization tools (Qlik, Tableau, Looker, Metabase, Sisense, etc.).
Familiarity with data warehouse design patterns, dimensional modeling, and data governance practices.
Proficiency in Python (strongly preferred; Java, Scala, or JavaScript also welcome).
Working knowledge of Git/GitHub and JIRA.
Knowledge/Skills/Abilities/Behaviours

A ""build-test-measure-improve"" mentality, with the drive to motivate teams and deliver impactful outcomes.
Passion for operational efficiency, quantitative performance metrics, and process orientation.
Strong ownership mindset -- able to drive initiatives independently while keeping stakeholders aligned.
Working knowledge of project planning methodologies, IT standards, and engineering best practices.
Customer passion, business focus, and the ability to negotiate, facilitate, and build consensus across cross-functional teams.
Ability to promote a collaborative team environment across multiple agile squads and regional stakeholders.
Experience with Agile software development methodologies.
Comfortable operating in a regional, multi-country setup across Southeast Asia.

Benefits

Time off - We would love you to take time off to rest and rejuvenate. We offer flexible paid vacations as well as many other observed holidays by country. We also like to have our people take a day off for special days like birthdays and work anniversaries.
Flexible working - We believe in giving back the control of work & life to our people. We trust our people and love to provide the space to accommodate each and everyone's working style and personal life.
Medical benefits - We offer health insurance coverage for our employees and dependents. Our people focus on our mission knowing we have their backs for their loved ones too.
Mental health and wellness - We understand that our team productivity is directly linked to our mental and physical health. Hence we organize org-wide fitness initiatives and engage partners to provide well-being coaching.
Tech support - We provide a company laptop for our employees and the best possible support for the right equipment/tools to enable high productivity

Interested to know more about us? Learn about our Stories here",indonesia,2026-04-21 21:49:32.913569,Tidak Disebutkan
90774405,Associate Programmer - Code Igniter,Fullstack Developer,Software Engineer,Tidak Disebutkan,PT Guntner Indonesia,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['java', 'r', 'php']",3,https://id.jobstreet.com/id/job/90774405,"Main Task:

Writing program code using programming languages (Code Igniter) for web applications
Detecting bugs or program debugging
Testing web applications
Maintain web applications that has been created
Coordinate with related department to support and finish the project

Qualification:

A Diploma (D3) / Bachelor's Degree (S1) in Information Technology, Software Engineering, or a relevant field.
Mastery of CodeIgniter (CI) and a deep understanding of the PHP framework ecosystem.
Experience in building and developing web-based solutions.
Vendor-based Contract
Placement in Wonokoyo, Beji, Pasuruan, East Java.",indonesia,2026-04-21 21:49:50.249242,Tidak Disebutkan
91450073,Software Engineer (Backend),Fullstack Developer,Software Engineer,Senior,PT Trinusa Travelindo,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['scala', 'git', 'r']",3,https://id.jobstreet.com/id/job/91450073,"Job Description

The Engineering Team at Traveloka is the backbone of our innovation, building scalable and high-performance systems that power millions of users worldwide. With a relentless focus on scalability and performance, we ensure a seamless experience for travelers. Our dedication to excellence and problem-solving makes us instrumental in shaping Traveloka's future as a leader in the digital travel space.

You’ll be joining a team that has built industry-leading, high-performance backend systems. Our engineers work on cutting-edge technologies, solving complex challenges in distributed computing, API design, and high-traffic systems. Backend engineering is evolving rapidly, and we’re looking for developers who are eager to build the next big thing in scalable backend architecture.

What You'll be Doing:

Design, build, and maintain scalable backend applications, APIs, and data integrations.
Write clean, efficient, and maintainable code while adhering to best practices.
Improve and optimize existing systems for better performance and reliability.
Monitor system performance, troubleshoot issues, and respond to alerts proactively.
Collaborate with cross-functional teams to deliver high-impact solutions.
Conduct code reviews, unit testing, and integration testing to ensure software quality.
Participate in architectural discussions and propose innovative solutions for high-traffic environments.
Contribute to post-mortem analyses and continuously improve system resilience.",indonesia,2026-04-21 21:50:19.048630,Tidak Disebutkan
91450032,Senior Engineering Manager,Fullstack Developer,Software Engineer,Senior,PT Trinusa Travelindo,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['scala', 'git', 'r']",3,https://id.jobstreet.com/id/job/91450032,"About the Team

The Engineering team is the backbone of Traveloka’s innovation, building scalable, high-performance systems that power millions of users worldwide. With relentless focus on reliability and speed, we deliver seamless experiences and shape the future of digital travel.

Job Description

As Senior Engineering Manager, you will be responsible for managing a team of engineers to deliver a high quality product to our customers. You will also be working with a cross-functional team to verify problems, discussing the best and pragmatic solution, and working together to realize it. We work in an open environment where there are no boundaries or power distance. Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves. Collaborating closely with various teams, you will ensure that projects are delivered on schedule and meet the organizational objectives.

Responsibilities:

Working with the product counterparts to translate the organizational objectives into a list of projects/initiatives.
Work with the operational team to understand the operational issues and use them as feedback for the product development.
Managing a team of engineers to deliver a high quality product through the participation in brainstorming, architectural/design review, task breakdown, project management, code review, etc.
Contribute to the recruitment of top talent through active involvement in interviews and the delivery of constructive feedback.

Requirements

Bachelor's degree in Computer Science or equivalent from reputable universities.
Solid experience in Software Engineering with minimum 10+ years including 4+ years experience as engineering manager - preferably with experience in consumer application.
Proven experience in creating a robust and highly scalable system.
Excellent in verbal communication, presentation, mentorship skills, influence skills, and shows personal maturity.
Excellent in problem solving, analytical, and ability to move up and down from solution and implementation.
Comfortable working with a cross-functional team.",indonesia,2026-04-21 21:50:28.044233,Tidak Disebutkan
89832497,DevSecOps Engineer,Fullstack Developer,Software Engineer,Senior,Macquarie Group,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['kubernetes', 'python', 'java', 'r', 'agile', 'gcp', 'aws']",7,https://id.jobstreet.com/id/job/89832497,"Additional office locations

Sydney

Job ID

19433

Date

21-Jan-2026

Permanent - Full time, Mid-senior

Job category

Technology - Security

3+ years' experience in the application security domain, with in-depth knowledge and hands-on experience in securing applications throughout the software development lifecycle 
Proficiency in secure code review, and utilising tools to identify security weaknesses 
Familiarity with Static Application Security Testing (SAST), Software Composition Analysis (SCA), Container Security, Infrastructure as Code (IaC) Security, API Security, Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), and Runtime Application Self-Protection (RASP) 
Familiarity with security frameworks and standards such as OWASP, NIST, and ISO 27001 
Demonstrable experience working with public cloud (AWS and/or GCP) (GCP, AWS), containers, Kubernetes and related technologies, along with proficiency in at least one programming language such as Java, Python, Go, or similar 
Familiarity with Agile environments is desirable, along with a strong understanding of vendor technologies, roadmaps, and emerging IT industry trends 
Excellent communication skills, with ability to communicate effectively about abstract and complex topics to a range of audiences.
3+ years' experience in the application security domain, with in-depth knowledge and hands-on experience in securing applications throughout the software development lifecycle 
Proficiency in secure code review, and utilising tools to identify security weaknesses 
Familiarity with Static Application Security Testing (SAST), Software Composition Analysis (SCA), Container Security, Infrastructure as Code (IaC) Security, API Security, Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), and Runtime Application Self-Protection (RASP) 
Familiarity with security frameworks and standards such as OWASP, NIST, and ISO 27001 
Demonstrable experience working with public cloud (AWS and/or GCP) (GCP, AWS), containers, Kubernetes and related technologies, along with proficiency in at least one programming language such as Java, Python, Go, or similar 
Familiarity with Agile environments is desirable, along with a strong understanding of vendor technologies, roadmaps, and emerging IT industry trends 
Excellent communication skills, with ability to communicate effectively about abstract and complex topics to a range of audiences.",indonesia,2026-04-21 21:50:46.556711,Tidak Disebutkan
90407518,DevSecOps,Fullstack Developer,Software Engineer,Senior,INDICO Telkomsel Ekosistem Digital,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['docker', 'scala', 'kubernetes', 'bash', 'python', 'git', 'r', 'agile', 'aws']",9,https://id.jobstreet.com/id/job/90407518,"About Us

INDICO is Telkomsel's subsidiary focusing on creating values in developing Indonesia's digital ecosystem. As a digital ecosystem enabler, INDICO plays a strategic role both as a platform company and a holding company. 

As a platform company, INDICO strives to create non-telecom value by enhancing user experience of Telkomsel and INDICO Group services. Currently, INDICO is building three business platforms through a B2B2C model: INDICO Commerce (digital product transaction solution), INDICO Engage (marketing solution), and INDICO DataHub (data solution).   

As a holding company, INDICO nurtures vertical businesses across sectors: Fita (health tech), Kuncie (edtech), Majamojo (game publishing), and Digital Food Ecosystem (agritech). By harnessing telecom's commercial and technological assets, INDICO aspires to create a new economy, empowering Indonesians and enabling businesses across sectors to advance Indonesia's digital economy.  

INDICO believe we can reach beyond to empower Indonesians and enable businesses through our strong core values of EPIC WAY (Excellence, Positivity, Impactful Collaboration, Customer First, Walk the Talk, Accountability, Yes-if Mindset).

Key Responsibilities:

Infrastructure & Cloud Management 

Collaborate in designing, implementing, and maintaining secure, scalable, and cost-efficient AWS infrastructure using services such as EC2, S3, Lambda, RDS, DynamoDB, and VPC 
Develop and maintain Infrastructure as Code (IaC) using Terraform and Terragrunt for consistent and repeatable deployments 
Assist in monitoring and optimizing AWS resource usage to ensure cost efficiency while maintaining performance standards 
Support implementation of AWS security best practices, including IAM policies, Secrets Manager, Security Hub, WAF, and GuardDuty, while learning compliance requirements with industry standards 

DevSecOps & CI/CD Pipeline Management 

Build and maintain GitLab CI/CD pipelines for automated testing, building, and deployment processes 
Integrate security controls into the DevOps lifecycle by working with tools like SonarQube, Checkmarx, or Snyk for static application security testing (SAST) and dependency scanning 
Learn and implement DAST (Dynamic Application Security Testing) tools and processes to identify runtime vulnerabilities 
Use SonarQube to support coding standards enforcement, identify vulnerabilities, and contribute to high-quality code practices across development teams 

 Container Orchestration & Management

Manage containerized applications using Docker and work with orchestration platforms including Kubernetes (EKS), Amazon ECS, or Fargate 
Learn and apply container security best practices and vulnerability scanning for Docker images 
Contribute to designing and maintaining scalable microservices architectures using container technologies 

Monitoring & Observability 

Set up and manage monitoring tools such as AWS CloudWatch, Prometheus, Grafana, Opentelemetry, and ELK Stack for insights into system performance, availability, and security 
Create dashboards and alerting mechanisms for proactive incident response 
Support logging strategies and centralized log management for security and compliance requirements 

Collaboration & Continuous Learning 

Contribute to disaster recovery (DR) planning and backup strategies to ensure business continuity and data integrity 
Work closely with development, operations, and security teams to ensure seamless integration and delivery of solutions 
Continuously learn and stay updated with DevSecOps best practices and emerging technologies 

Education 

Bachelor's degree in Computer Science, Information Technology, Engineering, or related field 
Equivalent professional experience and demonstrated skills will be considered 
Continuous learning mindset and willingness to pursue additional certifications 

Technical Expertise 

3+ years of experience with AWS cloud services and basic architecture principles 
2+ years of experience with Terraform and Terragrunt or willingness to learn infrastructure automation quickly 
Good understanding of Docker containerization and Kubernetes fundamentals 
Experience with GitLab CI/CD or similar CI/CD tools and pipeline development 
Basic knowledge of SAST and DAST security testing concepts with eagerness to deepen expertise 
Familiarity with Grafana and AWS CloudWatch for monitoring and alerting 

Security & Compliance 

Understanding of cloud security principles and AWS security services 
Some exposure to security scanning tools (SonarQube, Checkmarx, Snyk, etc.) 
Basic knowledge of compliance frameworks and security best practices 
Interest in learning threat modeling and risk assessment methodologies  

Development & Scripting 

Proficiency in at least one scripting language (Python, Bash, PowerShell) 
Strong experience with version control systems (Git) and collaborative development workflows 
Good understanding of software development lifecycle and agile methodologies  

Soft Skills 

Strong problem-solving mindset and willingness to learn 
Good communication and collaboration abilities 
Ability to work effectively in team environments 
Strong desire for continuous learning and professional growth 

Preferred Qualifications 

AWS certifications (Cloud Practitioner, Solutions Architect Associate, or willingness to pursue) 
Experience with additional monitoring tools (Prometheus, ELK Stack, DataDog) 
Interest in serverless architectures and AWS Lambda and ECS. 
Basic understanding of database concepts and optimization 
Experience with version control branching strategies and code review processes 
Previous exposure to multi-cloud or hybrid cloud environments",indonesia,2026-04-21 21:51:07.596688,Tidak Disebutkan
